model,reg,kernel,sm,dram,mem,occ,theo_occ,l2,dur,maxbw
lfm2.5-8b-a1b,agent_prefill_b1,"void norm::RMSNormKernel<8, __nv_bfloat16>(T2 *, T2 *, T2 *, unsigned int, unsigned int, unsigned int, float, float)",47.69,23.71,28.43,81.18,100.0,52.46,9.73,28.43
lfm2.5-8b-a1b,agent_prefill_b1,"void norm::RMSNormKernel<8, __nv_bfloat16>(T2 *, T2 *, T2 *, unsigned int, unsigned int, unsigned int, float, float)",47.69,23.71,28.43,81.18,100.0,52.46,9.73,28.43
lfm2.5-8b-a1b,agent_prefill_b1,"void norm::RMSNormKernel<8, __nv_bfloat16>(T2 *, T2 *, T2 *, unsigned int, unsigned int, unsigned int, float, float)",47.69,23.71,28.43,81.18,100.0,52.46,9.73,28.43
lfm2.5-8b-a1b,agent_prefill_b1,nvjet_tst_128x248_64x4_2x1_v_bz_coopA_TNT,87.08,13.15,58.16,14.66,18.75,87.0,91.04,55.49
lfm2.5-8b-a1b,agent_prefill_b1,nvjet_tst_128x248_64x4_2x1_v_bz_coopA_TNT,87.08,13.15,58.16,14.66,18.75,87.0,91.04,55.49
lfm2.5-8b-a1b,agent_prefill_b1,nvjet_tst_128x248_64x4_2x1_v_bz_coopA_TNT,87.08,13.15,58.16,14.66,18.75,87.0,91.04,55.49
lfm2.5-8b-a1b,agent_prefill_b1,nvjet_tst_128x248_64x4_2x1_v_bz_coopA_TNT,87.08,13.15,58.16,14.66,18.75,87.0,91.04,55.49
lfm2.5-8b-a1b,agent_prefill_b1,"void causal_conv1d_fwd_kernel<Causal_conv1d_fwd_kernel_traits<128, 3, 0, c10::BFloat16, c10::BFloat16>>(ConvParamsBase)",45.44,15.01,47.59,49.8,62.5,61.5,15.46,35.73
lfm2.5-8b-a1b,agent_prefill_b1,"void causal_conv1d_fwd_kernel<Causal_conv1d_fwd_kernel_traits<128, 3, 0, c10::BFloat16, c10::BFloat16>>(ConvParamsBase)",45.44,15.01,47.59,49.8,62.5,61.5,15.46,35.73
lfm2.5-8b-a1b,agent_prefill_b1,"void causal_conv1d_fwd_kernel<Causal_conv1d_fwd_kernel_traits<128, 3, 0, c10::BFloat16, c10::BFloat16>>(ConvParamsBase)",45.44,15.01,47.59,49.8,62.5,61.5,15.46,35.73
lfm2.5-8b-a1b,agent_prefill_b1,"void causal_conv1d_fwd_kernel<Causal_conv1d_fwd_kernel_traits<128, 3, 0, c10::BFloat16, c10::BFloat16>>(ConvParamsBase)",45.44,15.01,47.59,49.8,62.5,61.5,15.46,35.73
lfm2.5-8b-a1b,agent_prefill_b1,nvjet_tst_176x128_64x5_1x2_h_bz_TNN,81.67,13.86,57.7,14.1,18.75,82.93,31.84,55.74
lfm2.5-8b-a1b,agent_prefill_b1,nvjet_tst_176x128_64x5_1x2_h_bz_TNN,81.67,13.86,57.7,14.1,18.75,82.93,31.84,55.74
lfm2.5-8b-a1b,agent_prefill_b1,nvjet_tst_176x128_64x5_1x2_h_bz_TNN,81.67,13.86,57.7,14.1,18.75,82.93,31.84,55.74
lfm2.5-8b-a1b,agent_prefill_b1,nvjet_tst_176x128_64x5_1x2_h_bz_TNN,81.67,13.86,57.7,14.1,18.75,82.93,31.84,55.74
lfm2.5-8b-a1b,agent_prefill_b1,nvjet_tst_256x152_64x4_1x2_h_bz_coopA_TNT,86.21,17.35,64.54,14.72,18.75,83.33,211.94,61.83
lfm2.5-8b-a1b,agent_prefill_b1,nvjet_tst_256x152_64x4_1x2_h_bz_coopA_TNT,86.21,17.35,64.54,14.72,18.75,83.33,211.94,61.83
lfm2.5-8b-a1b,agent_prefill_b1,nvjet_tst_256x152_64x4_1x2_h_bz_coopA_TNT,86.21,17.35,64.54,14.72,18.75,83.33,211.94,61.83
lfm2.5-8b-a1b,agent_prefill_b1,nvjet_tst_256x152_64x4_1x2_h_bz_coopA_TNT,86.21,17.35,64.54,14.72,18.75,83.33,211.94,61.83
lfm2.5-8b-a1b,agent_prefill_b1,"void activation::act_and_mul_kernel<__nv_bfloat16, &silu<float>>(T1 *, const T1 *, int)",41.96,78.28,78.28,73.86,87.5,34.76,27.07,78.28
lfm2.5-8b-a1b,agent_prefill_b1,"void activation::act_and_mul_kernel<__nv_bfloat16, &silu<float>>(T1 *, const T1 *, int)",41.96,78.28,78.28,73.86,87.5,34.76,27.07,78.28
lfm2.5-8b-a1b,agent_prefill_b1,"void activation::act_and_mul_kernel<__nv_bfloat16, &silu<float>>(T1 *, const T1 *, int)",41.96,78.28,78.28,73.86,87.5,34.76,27.07,78.28
lfm2.5-8b-a1b,agent_prefill_b1,"void activation::act_and_mul_kernel<__nv_bfloat16, &silu<float>>(T1 *, const T1 *, int)",41.96,78.28,78.28,73.86,87.5,34.76,27.07,78.28
lfm2.5-8b-a1b,agent_prefill_b1,"void flashinfer::BatchQKApplyRotaryPosIdsCosSinCacheHeadParallelismKernel<0, 64, 8, 8, __nv_bfloat16, long>(T5 *, T5 *, T5 *, T5 *, float *, T6 *, unsigned int, unsigned int, unsigned int, unsigned int, unsigned long, unsigned long, unsigned long, unsigned long, unsigned long, unsigned long, unsigned long, unsigned long)",37.61,29.06,42.49,60.8,75.0,66.31,10.43,41.8
lfm2.5-8b-a1b,agent_prefill_b1,"void flashinfer::BatchQKApplyRotaryPosIdsCosSinCacheHeadParallelismKernel<0, 64, 8, 8, __nv_bfloat16, long>(T5 *, T5 *, T5 *, T5 *, float *, T6 *, unsigned int, unsigned int, unsigned int, unsigned int, unsigned long, unsigned long, unsigned long, unsigned long, unsigned long, unsigned long, unsigned long, unsigned long)",37.61,29.06,42.49,60.8,75.0,66.31,10.43,41.8
lfm2.5-8b-a1b,agent_prefill_b1,"void flashinfer::BatchQKApplyRotaryPosIdsCosSinCacheHeadParallelismKernel<0, 64, 8, 8, __nv_bfloat16, long>(T5 *, T5 *, T5 *, T5 *, float *, T6 *, unsigned int, unsigned int, unsigned int, unsigned int, unsigned long, unsigned long, unsigned long, unsigned long, unsigned long, unsigned long, unsigned long, unsigned long)",37.61,29.06,42.49,60.8,75.0,66.31,10.43,41.8
lfm2.5-8b-a1b,agent_prefill_b1,"void flashinfer::BatchQKApplyRotaryPosIdsCosSinCacheHeadParallelismKernel<0, 64, 8, 8, __nv_bfloat16, long>(T5 *, T5 *, T5 *, T5 *, float *, T6 *, unsigned int, unsigned int, unsigned int, unsigned int, unsigned long, unsigned long, unsigned long, unsigned long, unsigned long, unsigned long, unsigned long, unsigned long)",37.61,29.06,42.49,60.8,75.0,66.31,10.43,41.8
lfm2.5-8b-a1b,agent_prefill_b1,"void flash::prepare_varlen_num_blocks_kernel<1, 1>(int, int, int, const int *, const int *, const int *, const int *, const int *, const int *, int, int, int, int, int, cutlass::FastDivmod, cutlass::FastDivmod, int *, int *, int *, int *, int *, bool, bool, bool, int)",0.01,0.05,0.27,1.57,50.0,52.1,4.93,0.23
lfm2.5-8b-a1b,agent_prefill_b1,"void flash::prepare_varlen_num_blocks_kernel<1, 1>(int, int, int, const int *, const int *, const int *, const int *, const int *, const int *, int, int, int, int, int, cutlass::FastDivmod, cutlass::FastDivmod, int *, int *, int *, int *, int *, bool, bool, bool, int)",0.01,0.05,0.27,1.57,50.0,52.1,4.93,0.23
lfm2.5-8b-a1b,agent_prefill_b1,"void flash::prepare_varlen_num_blocks_kernel<1, 1>(int, int, int, const int *, const int *, const int *, const int *, const int *, const int *, int, int, int, int, int, cutlass::FastDivmod, cutlass::FastDivmod, int *, int *, int *, int *, int *, bool, bool, bool, int)",0.01,0.05,0.27,1.57,50.0,52.1,4.93,0.23
